Time,Duration,Voltage,Current
23:00:47,0.00,1.347,0.011
23:00:48,1.01,1.279,0.009
23:00:49,2.01,1.524,0.008
23:00:50,3.01,1.687,0.003
23:00:51,4.01,1.091,0.002
23:00:52,5.01,1.143,0.281
23:00:53,6.02,12.272,0.282
23:00:54,7.02,12.272,0.281
23:00:55,8.02,12.265,0.287
23:00:56,9.02,12.265,0.280
23:00:57,10.02,12.265,0.285
23:00:58,11.02,12.265,0.280
23:00:59,12.03,12.563,0.278
23:01:00,13.03,12.886,0.278
23:01:01,14.03,12.270,0.278
23:01:02,15.03,12.270,0.287
23:01:03,16.03,12.270,0.282
23:01:04,17.03,12.270,0.281
23:01:05,18.03,12.270,0.284
23:01:06,19.03,12.270,0.273
23:01:07,20.04,12.272,0.275
23:01:08,21.04,12.272,0.274
23:01:09,22.04,12.274,0.275
23:01:10,23.04,12.274,0.278
23:01:11,24.04,12.281,0.272
23:01:12,25.04,12.279,0.268
23:01:13,26.04,12.285,0.280
23:01:14,27.04,12.288,0.273
23:01:15,28.04,12.297,0.271
23:01:16,29.05,12.303,0.277
23:01:17,30.05,12.317,0.277
23:01:18,31.05,12.312,0.272
23:01:19,32.05,12.319,0.275
23:01:20,33.05,12.353,0.275
23:01:21,34.05,12.702,0.269
23:01:22,35.05,12.527,0.261
23:01:23,36.05,12.642,0.272
23:01:24,37.05,13.000,0.267
23:01:25,38.06,12.458,0.272
23:01:26,39.06,12.572,0.263
23:01:27,40.06,12.516,0.271
23:01:28,41.06,12.776,0.269
23:01:29,42.06,12.747,0.267
23:01:30,43.06,12.801,0.263
23:01:31,44.06,12.834,0.259
23:01:32,45.07,13.654,0.262
23:01:33,46.07,12.534,0.261
23:01:34,47.07,12.453,0.266
23:01:35,48.07,12.431,0.257
23:01:36,49.07,12.465,0.267
23:01:37,50.07,12.530,0.261
23:01:38,51.07,12.474,0.266
23:01:39,52.07,12.915,0.262
23:01:40,53.08,12.709,0.277
23:01:41,54.08,12.530,0.256
23:01:42,55.08,12.501,0.255
23:01:43,56.08,12.565,0.262
23:01:44,57.08,12.590,0.259
23:01:45,58.08,12.635,0.268
23:01:46,59.08,12.465,0.268
23:01:47,60.08,12.565,0.268
23:01:48,61.08,12.548,0.256
23:01:49,62.09,12.626,0.258
